0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
|__STATES,|__DISTRICTS,|__AWARENESS_OF_RTISTI_AND_HIVAIDS_percent_-_WOMEN_WHO_HAVE_HEARD_OF_RTISTI,|__AWARENESS_OF_RTISTI_AND_HIVAIDS_percent_-_WOMEN_WHO_HAVE_HEARD_OF_HIVAIDS,|__AWARENESS_OF_RTISTI_AND_HIVAIDS_percent_-_WOMEN_WHO_HAVE_ANY_SYMPTOMS_OF_RTISTI,|__AWARENESS_OF_RTISTI_AND_HIVAIDS_percent_-_WOMEN_WHO_KNOW_THE_PLACE_TO_GO_FOR_TESTING_OF_HIVAIDS12,|__AWARENESS_OF_RTISTI_AND_HIVAIDS_percent_-_WOMEN_UNDERWENT_TEST_FOR_DETECTING_HIVAIDS12,|__CHARACTERISTICS_OF_WOMEN_percent_-_CURRENTLY_MARRIED_WOMEN_WHO_ARE_ILLITERATE,|__CHARACTERISTICS_OF_WOMEN_percent_-_CURRENTLY_MARRIED_WOMEN_WITH_10_OR_MORE_YEARS_OF_SCHOOLING,|__MARRIAGE_-_MEAN_AGE_AT_MARRIAGE_FOR_GIRLS_MARRIAGES_THAT_OCCURRED_DURING_THE_REFERENCE_PERIOD,|__MARRIAGE_-_MEAN_AGE_AT_MARRIAGE_FOR_BOYS_MARRIAGES_THAT_OCCURRED_DURING_THE_REFERENCE_PERIOD,|__MARRIAGE_-_PERCENTAGE_OF_CURRENTLY_MARRIED_WOMEN_MARRIED_BELOW_AGE_18_YEARS_MARRIAGES_THAT_OCCURRED_DURING_THE_REFERENCE_PERIOD,|__MARRIAGE_-_PERCENTAGE_OF_CURRENTLY_MARRIED_MEN_MARRIED_BELOW_AGE_21_YEARS_MARRIAGES_THAT_OCCURRED_DURING_THE_REFERENCE_PERIOD,|__UTILIZATION_OF_GOVERNMENT_HEALTH_SERVICES_percent_-_ANTENATAL_CARE,|__UTILIZATION_OF_GOVERNMENT_HEALTH_SERVICES_percent_-_TREATMENT_FOR_PREGNANCY_COMPLICATIONS,|__UTILIZATION_OF_GOVERNMENT_HEALTH_SERVICES_percent_-_TREATMENT_FOR_POST-DELIVERY_COMPLICATIONS,|__UTILIZATION_OF_GOVERNMENT_HEALTH_SERVICES_percent_-_TREATMENT_FOR_CHILDREN_WITH_DIARRHOEA13,|__UTILIZATION_OF_GOVERNMENT_HEALTH_SERVICES_percent_-_TREATMENT_FOR_CHILDREN_WITH_ARI13,|__PERCENTAGE_OF_PREGNANCY_RESULTED_IN_-_LIVE_BIRTH,|__PERCENTAGE_OF_PREGNANCY_RESULTED_IN_-_STILL_BIRTH,|__PERCENTAGE_OF_PREGNANCY_RESULTED_IN_-_INDUCED_ABORTION,|__PERCENTAGE_OF_PREGNANCY_RESULTED_IN_-_SPONTANEOUS_ABORTION,|__PERCENTAGE_OF_HOUSEHOLDS_-_HAVING_ELECTRICITY,|__PERCENTAGE_OF_HOUSEHOLDS_-_IMPROVED_SOURCE_OF_DRINKING_WATER1,|__PERCENTAGE_OF_HOUSEHOLDS_-_HAVING_ACCESS_TO_IMPROVED_TOILET_FACILITY,|__PERCENTAGE_OF_HOUSEHOLDS_-_USE_CLEAN_FUEL_FOR_COOKING2
Punjab,Barnala,20.3,69.1,8.6,45.6,14.3,32.7,39.3,21.5,24.9,4.8,11.6,53.9,44.1,45.2,31.6,88,94.8,1.7,0.9,2.5,98.9,99.4,86,47.9
Punjab,Taran Taran,37.8,82,9.5,48.6,29.5,45.1,31.8,21,24.4,6.3,18.4,71.2,47.9,46.2,66.7,0,98.2,1,0,0.8,99.6,99,88.3,53.7
Sikkim,North,20.1,66,7.2,37,35.4,26.9,19.5,22.9,24.6,5,18.3,97.4,91.2,66.7,0,0,98.7,0,0.7,0.7,97.1,70.6,93.9,33.2
Sikkim,West,22.2,67.5,12.6,32.3,24,21.8,21.1,22.9,24.2,9.1,16.8,97.5,96.2,94.4,0,0,97.9,0.9,0.6,0.6,98,71.9,95,27.1
Sikkim,South,15.2,71.3,17,37.5,27.8,20.4,23.2,22,25.1,12.3,18.6,97.4,90.7,87.5,0,0,98.7,0,1,0.3,96,82.1,93.4,28.6
Sikkim,East,23,82.1,5.8,51.9,28.1,15.8,33.1,23.1,24.3,8.2,11.8,82.5,70,100,0,0,100,0,0,0,99.2,86.4,94.5,72.7
Tamil Nadu,Thiruvallur ,7.7,50.1,8.9,41.1,33.8,32.9,40.6,22.4,26.1,5,4.3,90.9,76.3,75,33.3,100,99.5,0.2,0.2,0,99.2,98.7,66.1,77.5
Tamil Nadu,Chennai ,8.6,71.1,4.5,55.9,35.5,14.2,57,23.2,27.8,2.2,1.6,67,53.3,70,66.7,62.5,99.7,0,0.3,0,99.5,97.6,92.9,95.2
Tamil Nadu,Khancheepuram ,9.4,53.2,4,49,32.7,50.8,29,21.9,26.7,2.1,3.5,81.7,60,36.4,100,73.3,100,0,0,0,99.4,98.4,59.2,65.8
Tamil Nadu,Vellore ,4.5,48.2,10.7,41.1,31.5,36.9,29.1,21.4,27,8.8,5.6,79.6,74.3,76.5,100,46.2,98.1,1.1,0.7,0,99,99.3,51.5,62.1
Tamil Nadu,Dharmapuri ,6.7,49.7,3.5,65.6,36.9,42.8,33,20.7,26,9.6,5.9,81.2,73.9,72.7,57.1,30,99,0.8,0,0.2,98.1,98.3,37.4,52.7
Tamil Nadu,Tiruvannamalai ,4.7,48.5,8.6,29.9,21.5,42.9,31.1,21.9,26.8,11.6,4.9,84.7,72.7,66.7,100,85.7,100,0,0,0,97.9,98.8,40.4,56.2
Tamil Nadu,Viluppuram ,6.3,39.4,4.5,56.1,34.2,45.5,28.2,21.5,26.8,8.5,3.9,90.4,79.3,77.8,100,57.1,99.7,0.3,0,0,97.8,98,39.1,51.4
Tamil Nadu,Salem ,6.8,57,6.6,40.3,29.8,43.9,31.3,21,26.4,9.2,6.6,70.6,88.4,40,75,50,99,0.3,0.5,0.3,96.3,98.2,48.6,67.4
Tamil Nadu,Namakkal ,6.7,62.6,4.2,58.2,40.9,35.4,32.3,21.7,26.5,4.1,7.6,71.3,51.9,37.5,50,54.5,99.1,0.3,0.6,0,98.8,98.1,51.9,68.3
Tamil Nadu,Erode ,6.2,62,5.8,46.7,37.2,34.7,47.5,22.5,26.9,5,3.5,59,53.6,28.6,57.1,35,99.4,0.3,0,0.3,95.5,97.1,60,74.3
Tamil Nadu,Nilgiris ,13.6,65.3,5.2,42.5,30.5,25.2,47.5,27.9,23.1,2.3,2.3,71.9,55.9,75,60,60,95.8,0.8,1.3,2.1,96.5,97.5,64,52.1
Tamil Nadu,Coimbatore ,8.9,50.3,11.4,48.9,31,41,31.1,22.1,27.2,3.9,3.7,74.9,76.9,83.3,20,33.3,97.3,0.7,0.7,1.4,98.3,99.2,55.2,71
Tamil Nadu,Dindigul ,26.9,67,11.4,55.3,42.8,29.9,34.8,21.4,26.2,8.9,6.8,74.3,53,68,66.7,53.8,92,2.1,1.6,4.3,96.9,98.7,37.8,52.6
Tamil Nadu,Karur ,8,69.2,17.3,46.2,37.3,31.4,33.8,20.3,25.4,8.1,4.6,76,60.5,56.1,90.9,72.7,94.1,1.8,1.5,2.6,97.7,97.5,38.1,54.4
Tamil Nadu,Tiruchirappalli ,7.7,59.8,24.1,38.6,41.2,26,41,22.2,24.5,2.8,3.2,72.9,51.5,54.8,50,33.3,92.1,2.1,2.1,3.8,97,97.7,53.6,53
Tamil Nadu,Perambalur ,11.1,71.4,2,50.9,37.3,29.7,40.5,21.5,27.4,6.2,4.9,68.8,62.2,36.4,0,3.6,98,1,0.3,0.7,97.7,96.3,40.8,62.1
Tamil Nadu,Ariyalur ,7,55.6,17.3,49.6,31.1,32.9,34.5,22.4,27.6,6,2.7,75.7,70.2,52.3,20,34.5,90.7,2.7,2.1,4.5,96.5,98.5,33.6,37.8
Tamil Nadu,Cuddalore ,15.3,60.5,17.5,43.7,26.3,34.7,33.1,22.3,26.3,4,4.8,78.4,64.9,65.8,72.2,48.4,95.7,1.1,0.3,3,98.5,98.5,40.8,44.9
Tamil Nadu,Nagapattinam ,12.8,69,9.9,52.3,36.8,21.2,39.6,23.2,28.9,1.3,1.2,74,52.6,50,56.3,50,98,0.7,0.4,0.9,98.1,97.7,52,48.5
Tamil Nadu,Thiruvarur ,10,38.5,13.8,67.7,33.6,24.6,35.1,22.8,28.5,3.3,3.1,72.9,64.4,63,50,57.9,97.1,1.2,0.8,0.8,95.5,97,48.3,42.4
Tamil Nadu,Thanjavur ,8.6,65.4,15.6,40.5,34.5,22.5,35.1,22.7,29.2,4.2,1.3,74.9,65,53.8,76.5,53.3,95.6,1.3,1.5,1.5,94.3,97.4,47.9,40.1
Tamil Nadu,Pudukkottai,7.3,53,14.5,57.3,44.6,33.2,38.5,22.1,27.6,6.1,2.6,86.3,79.8,72.7,33.3,61.9,91.5,6.4,0.7,1.4,97.7,91.4,37.2,34.5
Tamil Nadu,Sivaganga,18.2,68.4,9.3,44.9,34.9,22.2,42.3,21.9,27.1,5.6,2,74,62.3,55.9,47.4,48.3,95.9,1.3,1.6,1.1,96.1,92.7,51.3,43.6
Tamil Nadu,Madurai,5,69.4,12.5,32.3,35.8,31.1,35.4,22,27,4.2,2.3,81.6,63.8,64.3,85.7,87.5,95.9,1.7,1.4,1,96.3,95.9,55.2,59.2
Tamil Nadu,Theni,12.1,58.6,9,48.7,31.7,36.8,33.4,21.3,26.8,8,4.2,80.1,69,69.2,100,60,99.2,0.4,0,0.4,97.9,99,53.4,67.3
Tamil Nadu,Virudhunagar,8.8,48.2,12.8,55.4,36.7,37.2,30.3,21.4,27,5.4,3.5,80.3,64.4,59.1,77.8,66.7,92.5,3.1,2.5,1.9,98.3,98.7,37.5,64.4
Tamil Nadu,Ramanathapuram ,5.6,60.2,15.2,34.8,26.5,30,32.8,22,27,5.5,3.4,64.8,68.7,58.8,41.2,33.3,98.5,0.8,0.4,0.4,94.9,89.2,44.6,42.4
Tamil Nadu,Thoothukkudi ,6.7,45.3,5.4,44.4,37.8,35.3,27.6,22.3,27.7,5.2,1.6,73.6,57.1,60,66.7,50,97.9,0.9,0.3,0.9,98.3,94.4,57,59.1
Tamil Nadu,Thirunelveli ,13.9,73.3,16.4,41,27.9,20.3,32.8,22.9,28.2,1.8,0.5,68.9,75.8,55.6,33.3,20,97.3,0.3,0.8,1.6,97.1,98.2,58.3,66
Tamil Nadu,Kanniyakumari ,14.2,71.8,7,55.6,33.3,9.8,58.2,23.9,28.7,0,0.5,46.1,23.3,37.5,50,36.4,96.7,1.6,1.6,0,98.6,95.1,95.5,52.5
Tamil Nadu,Krishnagiri ,10.7,54.4,5.7,51.9,41.5,40.2,35.3,20.8,25.9,7.1,5.1,71.8,66.7,57.1,50,58.6,97.7,1.2,0.7,0.4,98.6,93.8,51.8,60.6
Tamil Nadu,Tiruppur ,3.7,59.4,3.6,47.9,34.3,33.8,28.2,21.5,26.7,3.6,6.3,66.1,61.8,38.5,25,29.4,99.6,0.4,0,0,96.9,96.6,62,78.4
Telangana,Adilabad,17.6,63.4,12.1,64.9,53.1,54.2,26.6,20.8,24.4,6.6,9.9,36.1,40,28.6,23.8,29.4,96.3,0.9,0.2,2.6,99.9,97.9,37.1,47.1
Telangana,Nizamabad,28.8,72.7,6.6,71.5,56.5,48.6,32.2,20.8,24.4,2,13.3,43.5,46.7,72.4,66.7,66.7,98.7,0.7,0,0.7,99,99.1,61.4,60.9
Telangana,Karimnagar,29.1,80.7,19.1,72.9,46.3,37.7,40.4,20.5,24.3,8.7,11.3,28.8,21.3,23.3,11.1,0,97.2,0.5,0.8,1.5,98.7,96.7,75.2,71.4
Telangana,Medak,18.9,81.1,9.2,38.7,47.1,58.8,24.9,19.5,24,18,14.2,40.2,29.4,0,71.4,33.3,99.6,0.2,0,0.2,99.5,99,65.9,58
Telangana,Hyderabad,34.8,83.9,16.2,61.7,51.6,24.3,59.3,20.5,26.4,1.8,3.2,20.2,21.1,22.7,25,28.6,96.4,1.6,0.3,1.6,99.7,99,90.6,95.8
Telangana,Rangareddi,19.6,71.5,18.5,74.5,39.4,47.7,31.1,19.4,24.4,8.8,5.6,41.6,37.3,35.2,44.4,15.4,98.2,0.4,0,1.5,99.3,99.6,64.7,63.6
Telangana,Mahbubnagar,19.2,68.8,18.2,77,39,55.5,32.4,20.1,24.6,8.3,7.5,37.5,31,26.9,37.5,10,99.3,0.7,0,0,99.3,99.2,58.6,60.8
Telangana,Nalgonda,32.3,79.9,12.5,73.3,53.1,43.6,37,19.5,23.5,8.9,15.9,38.3,34.8,40,55.6,10,98.9,0.3,0,0.8,99.3,97.8,63.6,67.9
Telangana,Warangal,20.1,79.5,34.9,59,55,51,30.7,19.1,23.1,14.3,7.2,44.1,31.9,28.2,0,21.4,96.3,1.1,0.3,2.3,97,94.2,48,49.8
Telangana,Khammam,42.6,85.8,18.4,55.7,47.1,50.6,29.9,20.4,24.6,11.9,18.9,41.4,28.3,27.3,33.3,50,98.7,0.6,0,0.6,99.1,99.5,68.5,70.7
Tripura,West Tripura,34.1,65.7,5.8,29.1,5.3,15.6,27,20.4,26.1,14,12.9,70.9,69.9,90.5,33.3,72.7,98.1,0.6,1.3,0,95.3,97,90,35.2
Tripura,South Tripura,36.6,57.1,8.7,25,5.2,19.7,20.9,21.1,25.8,24.8,14.7,69.7,60.2,100,80,60,99.2,0.6,0,0.3,91.3,87.9,81.2,17.9
Tripura,Dhalai,80.7,81.4,15.5,32.5,4.8,15.1,20.3,20.4,25.7,21.5,15.2,79.9,73.4,100,100,70.4,99,0.5,0.5,0,84.8,74,74.9,10.9
Tripura,North Tripura,94.3,88.7,16.5,41.5,5.2,12.1,22.6,20.9,26.2,17.1,12.4,66.2,74.8,97.3,90,44.4,99.8,0,0.2,0,84.4,65,71.6,20
West Bengal,Darjeeling,57.1,86.5,12.8,44,17.9,25.1,26.2,21.5,26.2,10.2,10.7,67.8,60,67.5,83.3,52,91.4,0.5,3.4,4.7,95.8,79.6,76.4,48.2
West Bengal,Jalpaiguri,63.1,80.1,19.7,56.9,9.5,27.3,26.3,21.4,26.8,16.9,8.8,11.4,69,62.7,33.3,39.3,92.9,0.7,2,4.4,82.9,87.4,76.8,33.1
West Bengal,Koch Bihar,83.3,90.9,12.7,62.3,10.2,23.2,28.1,19.9,27,31.5,11.7,82.5,51.7,47.1,66.7,37.1,96.3,0.3,1.6,1.8,86.4,98.6,87.9,40.8
West Bengal,Uttar Dinajpur,53.5,83,10,36.4,8.7,36.5,23.3,19.4,25.6,31.4,13.9,78.1,27.1,34.1,35.3,15.1,87.5,2.2,5.1,5.2,84.3,95.8,56.5,28.9
West Bengal,Dakhin Dinajpur,27.1,42.3,9.6,23.9,4,29.5,23.5,19.4,25.9,32.1,18.8,91.8,48.4,62.1,42.9,24.1,96.1,1.2,0.6,2.1,85.5,99.6,69.6,29
West Bengal,Maldah,58.3,79.5,34.5,19.5,5.3,29.2,29.6,19.2,25.4,25.8,18,74.2,53,54.9,50,39.3,100,0,0,0,88.7,91.4,74.8,35.8
West Bengal,Murshidabad,77.1,84.1,12.8,47.9,10,30.4,18.7,18.3,24.4,39.1,24.6,86.4,52.2,57.1,31.3,34.8,94.5,2.2,0.5,2.7,86.5,99.5,62.2,20.6
West Bengal,Birbhum,17.2,31.7,22.1,18.4,8.2,35.4,26.1,18.5,23.9,35.2,25.7,74.5,53.8,72.7,66.7,37,97.4,0.5,0.9,1.2,93.3,96.9,54.6,28.4
West Bengal,Barddhaman,22.9,47.3,15.5,36.4,9.2,34.7,22.5,18.7,25.4,34.3,15.1,69.3,42.6,50.9,50,11.4,93.3,1.2,2.8,2.7,89.2,97.5,64.4,21.7
West Bengal,Nadia,14.5,34.8,19.8,18.4,5.1,27.5,18.3,19.3,26.2,31.2,10.5,78.2,44.4,60,28.6,22.6,94.8,0.8,1.5,2.9,88.3,99.5,82.9,20.5
West Bengal,North 24 parganas,19.7,43.4,24.7,41.1,12.6,21.9,25.8,19.8,26.5,29.7,13.4,82.8,58.8,57.7,16.7,28.6,91.2,1.1,3.7,4,92.4,99.7,89.4,40.2
West Bengal,Hugli,18.2,65.7,9.6,28.9,9.4,20.1,30.5,19.7,26.9,25,7,78.1,36.9,35.5,37.5,25,96.5,2,0.5,1,91.8,100,79.4,37.9
West Bengal,Bankura,12.4,41.5,6.1,23.6,2.9,33.2,24.4,18.5,24.9,40,13.3,89.6,45.3,72,80,40.9,95.6,0.5,2.7,1.2,84.8,95.1,47.7,27.4
West Bengal,Puruliya,13,32.7,7.5,46.2,14.4,41.8,22.4,19.5,24.4,30.7,14,79.3,50,36,57.1,36,94.8,1,1.9,2.2,81.6,85.9,36.7,25.2
West Bengal,Paschim Medinipur,55.1,70.6,13.1,57.6,7.8,24.7,32.5,19.4,26.8,39.2,10.3,78.6,57.1,50,46.2,65,95,1.3,1.3,1.8,89.6,94.7,69.3,34.2
West Bengal,Haora,36.1,89.1,3.5,14.7,8.4,18.8,29.1,20.3,26.7,20.6,11.5,77.1,34.9,50,60,31.8,95.1,1,1.3,2.6,96.9,100,84.4,41.3
West Bengal,Kolkata,52.7,82.5,21.2,58.5,26,13.6,49.9,23.4,28.3,8.5,6.5,64.1,62.5,50,66.7,43.5,92.2,0.5,0.9,6.4,98.8,99.2,96.4,78.7
West Bengal,South 24 Parganas,21,53.7,12.1,47.7,8.7,22.9,22.8,19,24.4,29.1,21.3,82.2,52.1,59,72.7,29.3,92.8,0.6,3.2,3.4,84.2,99.9,82.1,30.5
